date,area_name,healthcare_type,patients
2020-06-18,London,Patients admitted to Hospital,50
2020-06-18,Rest of England,Patients in mechanical ventilation beds,216
2020-06-18,Rest of England,Patients in Hospital,3187
2020-06-18,Rest of England,Patients admitted to Hospital,262
2020-06-19,London,Patients in mechanical ventilation beds,72
2020-06-19,London,Patients in Hospital,466
2020-06-19,London,Patients admitted to Hospital,47
2020-06-19,Rest of England,Patients in mechanical ventilation beds,211
2020-06-19,Rest of England,Patients in Hospital,3109
2020-06-19,Rest of England,Patients admitted to Hospital,206
2020-06-20,London,Patients in mechanical ventilation beds,71
2020-06-20,London,Patients in Hospital,466
2020-06-20,London,Patients admitted to Hospital,19
2020-06-20,Rest of England,Patients in mechanical ventilation beds,226
2020-06-20,Rest of England,Patients in Hospital,2957
2020-06-20,Rest of England,Patients admitted to Hospital,165
2020-06-21,London,Patients in mechanical ventilation beds,69
2020-06-21,London,Patients in Hospital,446
2020-06-21,London,Patients admitted to Hospital,25
2020-06-21,Rest of England,Patients in mechanical ventilation beds,196
2020-06-21,Rest of England,Patients in Hospital,2927
2020-06-21,Rest of England,Patients admitted to Hospital,190
2020-06-22,London,Patients in mechanical ventilation beds,75
2020-06-22,London,Patients in Hospital,453
2020-06-22,London,Patients admitted to Hospital,60
2020-06-22,Rest of England,Patients in mechanical ventilation beds,221
2020-06-22,Rest of England,Patients in Hospital,2964
2020-06-22,Rest of England,Patients admitted to Hospital,258
2020-06-23,London,Patients in mechanical ventilation beds,80
2020-06-23,London,Patients in Hospital,452
2020-06-23,London,Patients admitted to Hospital,69
2020-06-23,Rest of England,Patients in mechanical ventilation beds,186
2020-06-23,Rest of England,Patients in Hospital,2836
2020-06-23,Rest of England,Patients admitted to Hospital,206
2020-06-24,London,Patients in mechanical ventilation beds,77
2020-06-24,London,Patients in Hospital,477
2020-06-24,London,Patients admitted to Hospital,51
2020-06-24,Rest of England,Patients in mechanical ventilation beds,187
2020-06-24,Rest of England,Patients in Hospital,2746
2020-06-24,Rest of England,Patients admitted to Hospital,211
2020-06-25,London,Patients in mechanical ventilation beds,67
2020-06-25,London,Patients in Hospital,439
2020-06-25,London,Patients admitted to Hospital,47
2020-06-25,Rest of England,Patients in mechanical ventilation beds,169
2020-06-25,Rest of England,Patients in Hospital,2627
2020-06-25,Rest of England,Patients admitted to Hospital,209
2020-06-26,London,Patients in mechanical ventilation beds,67
2020-06-26,London,Patients in Hospital,423
2020-06-26,London,Patients admitted to Hospital,39
2020-06-26,Rest of England,Patients in mechanical ventilation beds,159
2020-06-26,Rest of England,Patients in Hospital,2436
2020-06-26,Rest of England,Patients admitted to Hospital,209
2020-06-27,London,Patients in mechanical ventilation beds,62
2020-06-27,London,Patients in Hospital,408
2020-06-27,London,Patients admitted to Hospital,29
2020-06-27,Rest of England,Patients in mechanical ventilation beds,171
2020-06-27,Rest of England,Patients in Hospital,2411
2020-06-27,Rest of England,Patients admitted to Hospital,180
2020-06-28,London,Patients in mechanical ventilation beds,63
2020-06-28,London,Patients in Hospital,392
2020-06-28,London,Patients admitted to Hospital,18
2020-06-28,Rest of England,Patients in mechanical ventilation beds,173
2020-06-28,Rest of England,Patients in Hospital,2426
2020-06-28,Rest of England,Patients admitted to Hospital,137
2020-06-29,London,Patients in mechanical ventilation beds,62
2020-06-29,London,Patients in Hospital,398
2020-06-29,London,Patients admitted to Hospital,20
2020-06-29,Rest of England,Patients in mechanical ventilation beds,166
2020-06-29,Rest of England,Patients in Hospital,2626
2020-06-29,Rest of England,Patients admitted to Hospital,152
2020-06-30,London,Patients in mechanical ventilation beds,66
2020-06-30,London,Patients in Hospital,386
2020-06-30,London,Patients admitted to Hospital,28
2020-06-30,Rest of England,Patients in mechanical ventilation beds,172
2020-06-30,Rest of England,Patients in Hospital,2279
2020-06-30,Rest of England,Patients admitted to Hospital,161
2020-07-01,London,Patients in mechanical ventilation beds,59
2020-07-01,London,Patients in Hospital,334
2020-07-01,London,Patients admitted to Hospital,53
2020-07-01,Rest of England,Patients in mechanical ventilation beds,161
2020-07-01,Rest of England,Patients in Hospital,2175
2020-07-01,Rest of England,Patients admitted to Hospital,148
2020-07-02,London,Patients in mechanical ventilation beds,54
2020-07-02,London,Patients in Hospital,320
2020-07-02,London,Patients admitted to Hospital,27
2020-07-02,Rest of England,Patients in mechanical ventilation beds,157
2020-07-02,Rest of England,Patients in Hospital,2090
2020-07-02,Rest of England,Patients admitted to Hospital,122
2020-07-03,London,Patients in mechanical ventilation beds,51
2020-07-03,London,Patients in Hospital,316
2020-07-03,London,Patients admitted to Hospital,20
2020-07-03,Rest of England,Patients in mechanical ventilation beds,151
2020-07-03,Rest of England,Patients in Hospital,1978
2020-07-03,Rest of England,Patients admitted to Hospital,126
2020-07-04,London,Patients in mechanical ventilation beds,51
2020-07-04,London,Patients in Hospital,293
2020-07-04,London,Patients admitted to Hospital,16
2020-07-04,Rest of England,Patients in mechanical ventilation beds,135
2020-07-04,Rest of England,Patients in Hospital,1859
2020-07-04,Rest of England,Patients admitted to Hospital,104
2020-07-05,London,Patients in mechanical ventilation beds,47
2020-07-05,London,Patients in Hospital,288
2020-07-05,London,Patients admitted to Hospital,23
2020-07-05,Rest of England,Patients in mechanical ventilation beds,143
2020-07-05,Rest of England,Patients in Hospital,1812
2020-07-05,Rest of England,Patients admitted to Hospital,108
2020-07-06,London,Patients in mechanical ventilation beds,52
2020-07-06,London,Patients in Hospital,291
2020-07-06,London,Patients admitted to Hospital,30
2020-07-06,Rest of England,Patients in mechanical ventilation beds,136
2020-07-06,Rest of England,Patients in Hospital,1808
2020-07-06,Rest of England,Patients admitted to Hospital,120
2020-07-07,London,Patients in mechanical ventilation beds,48
2020-07-07,London,Patients in Hospital,284
2020-07-07,London,Patients admitted to Hospital,26
2020-07-07,Rest of England,Patients in mechanical ventilation beds,130
2020-07-07,Rest of England,Patients in Hospital,1726
2020-07-07,Rest of England,Patients admitted to Hospital,122
2020-07-08,London,Patients in mechanical ventilation beds,45
2020-07-08,London,Patients in Hospital,269
2020-07-08,London,Patients admitted to Hospital,30
2020-07-08,Rest of England,Patients in mechanical ventilation beds,119
2020-07-08,Rest of England,Patients in Hospital,1619
2020-07-08,Rest of England,Patients admitted to Hospital,111
2020-07-09,London,Patients in mechanical ventilation beds,45
2020-07-09,London,Patients in Hospital,265
2020-07-09,London,Patients admitted to Hospital,27
2020-07-09,Rest of England,Patients in mechanical ventilation beds,122
2020-07-09,Rest of England,Patients in Hospital,1536
2020-07-09,Rest of England,Patients admitted to Hospital,109
2020-07-10,London,Patients in mechanical ventilation beds,39
2020-07-10,London,Patients in Hospital,255
2020-07-10,London,Patients admitted to Hospital,26
2020-07-10,Rest of England,Patients in mechanical ventilation beds,123
2020-07-10,Rest of England,Patients in Hospital,1491
2020-07-10,Rest of England,Patients admitted to Hospital,78
2020-07-11,London,Patients in mechanical ventilation beds,38
2020-07-11,London,Patients in Hospital,206
2020-07-11,London,Patients admitted to Hospital,17
2020-07-11,Rest of England,Patients in mechanical ventilation beds,114
2020-07-11,Rest of England,Patients in Hospital,1434
2020-07-11,Rest of England,Patients admitted to Hospital,80
2020-07-12,London,Patients in mechanical ventilation beds,37
2020-07-12,London,Patients in Hospital,247
2020-07-12,London,Patients admitted to Hospital,16
2020-07-12,Rest of England,Patients in mechanical ventilation beds,102
2020-07-12,Rest of England,Patients in Hospital,1364
2020-07-12,Rest of England,Patients admitted to Hospital,56
2020-07-13,London,Patients in mechanical ventilation beds,34
2020-07-13,London,Patients in Hospital,247
2020-07-13,London,Patients admitted to Hospital,18
2020-07-13,Rest of England,Patients in mechanical ventilation beds,104
2020-07-13,Rest of England,Patients in Hospital,1365
2020-07-13,Rest of England,Patients admitted to Hospital,119
2020-07-14,London,Patients in mechanical ventilation beds,35
2020-07-14,London,Patients in Hospital,229
2020-07-14,London,Patients admitted to Hospital,19
2020-07-14,Rest of England,Patients in mechanical ventilation beds,88
2020-07-14,Rest of England,Patients in Hospital,1277
2020-07-14,Rest of England,Patients admitted to Hospital,103
2020-07-15,London,Patients in mechanical ventilation beds,30
2020-07-15,London,Patients in Hospital,212
2020-07-15,London,Patients admitted to Hospital,22
2020-07-15,Rest of England,Patients in mechanical ventilation beds,106
2020-07-15,Rest of England,Patients in Hospital,1277
2020-07-15,Rest of England,Patients admitted to Hospital,94
2020-07-16,London,Patients in mechanical ventilation beds,28
2020-07-16,London,Patients in Hospital,191
2020-07-16,London,Patients admitted to Hospital,24
2020-07-16,Rest of England,Patients in mechanical ventilation beds,90
2020-07-16,Rest of England,Patients in Hospital,1157
2020-07-16,Rest of England,Patients admitted to Hospital,90
2020-07-17,London,Patients in mechanical ventilation beds,29
2020-07-17,London,Patients in Hospital,187
2020-07-17,London,Patients admitted to Hospital,18
2020-07-17,Rest of England,Patients in mechanical ventilation beds,93
2020-07-17,Rest of England,Patients in Hospital,1159
2020-07-17,Rest of England,Patients admitted to Hospital,65
2020-07-18,London,Patients in mechanical ventilation beds,29
2020-07-18,London,Patients in Hospital,179
2020-07-18,London,Patients admitted to Hospital,5
2020-07-18,Rest of England,Patients in mechanical ventilation beds,89
2020-07-18,Rest of England,Patients in Hospital,1142
2020-07-18,Rest of England,Patients admitted to Hospital,43
2020-07-19,London,Patients in mechanical ventilation beds,32
2020-07-19,London,Patients in Hospital,179
2020-07-19,London,Patients admitted to Hospital,7
2020-07-19,Rest of England,Patients in mechanical ventilation beds,87
2020-07-19,Rest of England,Patients in Hospital,1122
2020-07-19,Rest of England,Patients admitted to Hospital,65
2020-07-20,London,Patients in mechanical ventilation beds,30
2020-07-20,London,Patients in Hospital,180
2020-07-20,London,Patients admitted to Hospital,14
2020-07-20,Rest of England,Patients in mechanical ventilation beds,82
2020-07-20,Rest of England,Patients in Hospital,1098
2020-07-20,Rest of England,Patients admitted to Hospital,72
2020-07-21,London,Patients in mechanical ventilation beds,29
2020-07-21,London,Patients in Hospital,175
2020-07-21,London,Patients admitted to Hospital,11
2020-07-21,Rest of England,Patients in mechanical ventilation beds,77
2020-07-21,Rest of England,Patients in Hospital,1013
2020-07-21,Rest of England,Patients admitted to Hospital,68
2020-07-22,London,Patients in mechanical ventilation beds,25
2020-07-22,London,Patients in Hospital,173
2020-07-22,London,Patients admitted to Hospital,11
2020-07-22,Rest of England,Patients in mechanical ventilation beds,72
2020-07-22,Rest of England,Patients in Hospital,1132
2020-07-22,Rest of England,Patients admitted to Hospital,71
2020-07-23,London,Patients in mechanical ventilation beds,25
2020-07-23,London,Patients in Hospital,165
2020-07-23,London,Patients admitted to Hospital,14
2020-07-23,Rest of England,Patients in mechanical ventilation beds,76
2020-07-23,Rest of England,Patients in Hospital,930
2020-07-23,Rest of England,Patients admitted to Hospital,95
2020-07-24,London,Patients in mechanical ventilation beds,21
2020-07-24,London,Patients in Hospital,147
2020-07-24,London,Patients admitted to Hospital,15
2020-07-24,Rest of England,Patients in mechanical ventilation beds,71
2020-07-24,Rest of England,Patients in Hospital,871
2020-07-24,Rest of England,Patients admitted to Hospital,78
2020-07-25,London,Patients in mechanical ventilation beds,17
2020-07-25,London,Patients in Hospital,108
2020-07-25,London,Patients admitted to Hospital,5
2020-07-25,Rest of England,Patients in mechanical ventilation beds,65
2020-07-25,Rest of England,Patients in Hospital,869
2020-07-25,Rest of England,Patients admitted to Hospital,60
2020-07-26,London,Patients in mechanical ventilation beds,18
2020-07-26,London,Patients in Hospital,139
2020-07-26,London,Patients admitted to Hospital,9
2020-07-26,Rest of England,Patients in mechanical ventilation beds,63
2020-07-26,Rest of England,Patients in Hospital,826
2020-07-26,Rest of England,Patients admitted to Hospital,55
2020-07-27,London,Patients in mechanical ventilation beds,19
2020-07-27,London,Patients in Hospital,133
2020-07-27,London,Patients admitted to Hospital,10
2020-07-27,Rest of England,Patients in mechanical ventilation beds,64
2020-07-27,Rest of England,Patients in Hospital,812
2020-07-27,Rest of England,Patients admitted to Hospital,72
2020-07-28,London,Patients in mechanical ventilation beds,17
2020-07-28,London,Patients in Hospital,127
2020-07-28,London,Patients admitted to Hospital,7
2020-07-28,Rest of England,Patients in mechanical ventilation beds,61
